TARGET,CODE_GENDER,YEARS_BIRTH,NAME_INCOME_TYPE,DAYS_EMPLOYED_PERC,AMT_CREDIT
0.0,M,55.98904859685147,Working,0.1600977995110024,14.225963207583478
0.0,F,65.6810403832991,Pensioner,0.0994234816429014,12.323855681186558
0.0,M,59.56741957563313,State servant,0.1466654410074918,13.725038654800198
0.0,F,54.60369609856263,Pensioner,0.1195933275477941,12.558136976911223
0.0,F,56.0164271047228,Pensioner,0.1165771908413101,13.634046233641554
0.0,F,21.3305954825462,Working,0.1065331793094596,12.100712129872347
0.0,M,33.637234770705,Working,0.0190460686960768,14.112276249149096
0.0,M,30.954140999315538,Commercial associate,0.1442596851229435,13.57088797497294
0.0,F,58.14647501711157,Pensioner,0.112306682579019,12.70200440428862
1.0,M,23.08555783709788,Working,0.1178842504743833,12.470895423835872
0.0,F,25.72210814510609,Commercial associate,0.0566258648217136,13.277372831236754
1.0,F,34.57905544147844,Working,0.1216152019002375,13.139220494470752
0.0,F,31.770020533880903,Working,0.249482936918304,12.911642346088676
0.0,F,45.16906228610541,Working,0.231785670990423,13.422467969854669
0.0,F,61.4072553045859,Pensioner,0.1063430970891794,13.422467969854669
0.0,F,36.32306639288159,Working,0.0223863722017034,12.615181108553136
0.0,F,63.937029431895965,Pensioner,0.1021354568840494,12.73654794371918
0.0,F,65.31143052703628,Pensioner,0.0999861381099646,13.465731780713384
0.0,F,26.792607802874745,State servant,0.0908440629470672,12.51955403502215
1.0,F,36.539356605065024,Working,0.1279784205005245,14.06887288786248
0.0,M,26.688569472963724,Working,0.0147722609766105,13.164042604395815
0.0,M,45.163586584531146,Working,0.2454534432589718,13.575354994463012
0.0,M,50.51334702258727,Working,0.2252032520325203,13.353475098367715
0.0,F,53.08145106091718,Commercial associate,0.0597276665978956,13.017002861746503
0.0,F,64.0766598220397,Pensioner,0.1019128920104771,12.38776900693021
0.0,M,38.338124572210816,Working,0.4601156894951081,14.04662227892766
0.0,M,29.67282683093772,Commercial associate,0.0543458202620409,13.498687995766076
0.0,F,42.209445585215605,Working,0.1079328014529415,12.323855681186558
0.0,F,41.52772073921971,State servant,0.189873417721519,13.789792669958644
0.0,F,55.40588637919233,Working,0.0853387359786529,12.100712129872347
0.0,F,54.59548254620123,Working,0.2627751868010631,13.380172668328228
0.0,F,50.13278576317591,Pensioner,0.1302588239098469,13.017002861746503
0.0,F,41.31690622861054,Working,0.1018487840434696,13.508413223180815
0.0,F,33.30047912388775,Working,0.2394146181040861,12.22469810965334
0.0,F,60.40520191649555,Pensioner,0.1081072077511311,13.842471328046884
0.0,F,32.54757015742642,Commercial associate,0.1856493943472409,12.44405357649866
0.0,F,27.98357289527721,Working,0.0620291556599158,13.068456143335418
0.0,M,59.92607802874743,Working,0.0411184210526315,12.98547091413334
0.0,M,33.95482546201232,Working,0.0677310111272375,13.140988841527491
0.0,F,44.290212183436005,Commercial associate,0.008283365271682,13.834930759203754
0.0,M,32.435318275154,Working,0.0608592892715455,11.531550929093394
0.0,F,44.76933607118412,Commercial associate,0.3709637964774951,13.627778792348035
0.0,F,43.14852840520192,Commercial associate,0.0479695431472081,12.419165860990882
0.0,F,66.19849418206708,Pensioner,0.0986463180699452,12.40731408717664
0.0,F,31.7180013689254,Working,0.1061717738454898,12.51955403502215
0.0,F,29.75496235455168,Working,0.2055576002944424,11.641846245037067
0.0,M,50.92128678986995,Commercial associate,0.0751653314694338,13.710150042306449
0.0,F,36.290212183436005,Working,0.1778196906827612,13.933293593620656
0.0,M,42.18754277891855,Working,0.115387111428386,13.890803541999706
0.0,F,57.9192334017796,State servant,0.2144646655636965,11.993683557113824
0.0,M,26.034223134839152,Working,0.1180986433904721,13.822406724652115
1.0,F,43.25530458590007,Working,0.1670358883473637,13.017002861746503
0.0,F,49.77138945927447,Working,0.2627207217118653,14.028050893342224
0.0,F,50.77344284736482,Working,0.1025074143974117,13.279367126213993
0.0,F,31.449691991786448,Working,0.1834247410115783,13.77922824348605
0.0,F,60.03832991101985,Pensioner,0.108767810872051,13.139220494470752
0.0,F,40.309377138945926,Working,0.0940705019357467,13.892471599100402
0.0,F,46.064339493497606,Commercial associate,0.170222882615156,12.911642346088676
0.0,M,38.11362080766598,Working,0.0566051289418863,13.576618649681926
1.0,F,28.81314168377824,State servant,0.0076016723679209,12.712391629633292
0.0,F,64.26009582477755,Pensioner,0.1016219728436456,13.017002861746503
0.0,F,64.31485284052019,Pensioner,0.101535452922958,10.838403748533448
0.0,F,64.83504449007529,Pensioner,0.1007208025257888,12.768143987551989
1.0,F,32.99383983572896,Commercial associate,0.1837191934279313,13.20861446544755
0.0,F,34.732375085557834,Working,0.1548163329654737,12.71935125825723
0.0,F,36.4517453798768,State servant,0.2347153372389965,13.164042604395815
0.0,M,33.6974674880219,Working,0.1781767955801105,13.054635776553354
1.0,F,60.2217659137577,Commercial associate,0.0399618112384069,13.460020625907251
0.0,F,59.17043121149897,Pensioner,0.1103631928841942,13.113021881173742
0.0,F,27.082819986310746,Working,0.0297209866558835,12.793859310432293
0.0,F,25.27310061601643,Working,0.1368215794605135,13.933293593620656
0.0,F,57.31416837782341,Commercial associate,0.1351390083118372,13.498687995766076
0.0,F,50.88569472963724,Working,0.2570214139675024,12.504509180879817
0.0,F,59.68788501026694,Pensioner,0.1094064182658229,12.201823631240758
0.0,M,22.55989048596852,Working,0.1401699029126213,13.482835303673422
0.0,F,32.99931553730322,Commercial associate,0.1309217622168754,12.78138178892118
0.0,F,38.04243668720055,Working,0.0617488305145735,12.323855681186558
0.0,M,41.07871321013005,Working,0.0930418555051986,13.046561663988047
0.0,F,30.82819986310746,State servant,0.0094138543516873,11.908340237224891
0.0,F,41.27857631759069,Working,0.1274789414339723,13.805896490568212
0.0,F,27.904175222450377,State servant,0.2324372056514913,13.017002861746503
0.0,F,51.572895277207394,State servant,0.1081913255826299,12.771511446768384
0.0,M,40.15879534565367,Working,0.2581810744477775,13.85071600919334
0.0,F,44.969199178644764,Commercial associate,0.0384170471841704,13.21283276856525
0.0,F,61.4757015742642,Pensioner,0.106224696028022,12.747815371930884
0.0,M,37.91375770020534,Working,0.0703350664355863,13.381645975334411
0.0,F,48.02190280629706,Working,0.1300456100342075,13.103171383633544
0.0,F,26.77344284736482,Working,0.1252684323550465,12.506177237980513
0.0,M,55.23340177960301,Working,0.0653811837017943,12.447841660967548
0.0,F,42.53251197809719,Working,0.0456388799485033,13.455257792677658
0.0,F,37.67008898015058,Working,0.1629478886546987,13.710150042306449
1.0,M,31.312799452429843,Working,0.1308909679111655,13.017002861746503
0.0,F,43.4113620807666,State servant,0.5737891019172553,13.117391035777771
0.0,F,34.168377823408626,Working,0.4513621794871795,13.892471599100402
0.0,F,43.85215605749487,Working,0.0163576200287194,14.382022512587538
0.0,M,53.51950718685831,Working,0.3387047268262738,13.890803541999706
0.0,M,43.422313483915126,Working,0.1211853720050441,12.506177237980513
0.0,F,36.22450376454484,Working,0.3626332098858741,12.44405357649866
0.0,F,63.53182751540041,Working,0.1687567334626158,11.501965624733886
0.0,F,49.12251882272416,State servant,0.1645301527143016,13.103253949789725
0.0,F,52.46543463381246,Working,0.5289359703595471,11.81136200031987
0.0,M,32.030116358658454,Working,0.0376955295324386,13.304314865731394
0.0,M,27.94798083504449,State servant,0.0245885579937304,13.024455025271545
0.0,F,66.27515400410678,Pensioner,0.0985322148392285,12.323855681186558
0.0,F,28.0,Working,0.3431113718588051,12.657466685526735
0.0,F,46.48596851471595,Working,0.0974144531480063,12.504509180879817
0.0,M,33.62628336755647,Commercial associate,0.0776746458231558,13.907195994498784
0.0,F,40.05749486652977,Working,0.0427858656277766,13.081666375072224
1.0,M,51.564681724846,Pensioner,0.1266416759378361,12.854483932248728
0.0,F,67.81108829568788,Pensioner,0.0963004410777295,12.447841660967548
0.0,M,60.12594113620808,Pensioner,0.1086093221899369,13.95923420762101
0.0,F,43.66872005475702,Commercial associate,0.1978683385579937,13.622924096844104
0.0,F,49.63175906913073,Working,0.2429390997352162,13.058672496917897
0.0,M,67.05270362765229,Pensioner,0.0973896257651058,12.447841660967548
0.0,F,56.473648186173854,Pensioner,0.1156333603826638,12.43357070220942
0.0,F,49.7741273100616,Working,0.0859735973597359,13.969710379441205
0.0,F,39.865845311430526,Working,0.0395577226838816,13.27068337752227
1.0,M,27.48254620123204,Working,0.0148435943415022,13.017002861746503
0.0,F,27.31553730321697,State servant,0.2094818081587651,12.323855681186558
0.0,M,47.4715947980835,Commercial associate,0.2614914354922429,13.717473162686227
0.0,M,43.87405886379192,Working,0.1681123244929797,13.278967046192651
0.0,F,57.60711841204655,Working,0.0192481345943633,11.501965624733886
0.0,F,63.45790554414784,Pensioner,0.102906606463595,12.323855681186558
0.0,F,45.61259411362081,State servant,0.1430972388955582,13.178049708261602
0.0,F,47.28815879534565,Commercial associate,0.064381658175081,14.132144452365823
0.0,F,36.18891170431211,Working,0.229081555454683,11.81136200031987
0.0,F,51.73169062286105,Commercial associate,0.0704948399047367,14.098808032098232
0.0,F,40.28199863107461,Working,0.1909195949160606,12.89424748446356
1.0,F,53.58521560574949,Commercial associate,0.0074085428162681,14.016825591250765
0.0,F,62.776180698151954,Pensioner,0.1040241320865805,11.937016037201555
0.0,M,26.72689938398357,Working,0.0844089325957795,12.323855681186558
0.0,F,63.95893223819302,Pensioner,0.1021004804851336,12.538967060803502
0.0,F,56.52566735112936,Working,0.1682650392327811,13.595827263051747
0.0,M,36.84873374401095,Working,0.0742997250910171,13.017002861746503
0.0,M,31.23887748117728,Working,0.1390008764241893,12.447841660967548
0.0,F,64.80766598220397,State servant,0.6968864855730641,13.56950771250398
0.0,M,38.14373716632444,Working,0.0421332184898076,13.756078974194848
0.0,M,40.50102669404517,State servant,0.1849523423240722,13.981134736182934
0.0,M,23.87953456536619,Working,0.0671864251318505,13.093222887657912
0.0,M,35.83572895277207,Commercial associate,0.0272748109099243,12.419165860990882
0.0,F,43.50444900752909,State servant,0.0502202643171806,13.97675913090073
1.0,M,44.50650239561944,Working,0.0887672244094488,12.490691280445064
1.0,F,36.68993839835729,Commercial associate,0.1633460189538094,14.269765830241871
0.0,F,27.616700889801507,Commercial associate,0.012392187964707,12.218495165528733
1.0,M,47.553730321697465,Working,0.0954574241464678,12.506177237980513
0.0,M,31.60027378507872,Working,0.2154739213307918,13.422467969854669
1.0,F,35.47707049965777,Commercial associate,0.3015897515048618,13.604789526648622
0.0,M,26.261464750171115,Working,0.0331526271893244,13.353475098367715
1.0,M,29.464750171115675,Working,0.0345660657870284,12.966572352947138
0.0,F,63.60027378507871,Pensioner,0.1026762515976412,12.047311353145233
0.0,M,58.83367556468173,Commercial associate,0.3761924705663362,13.199324418540456
0.0,F,39.564681724846,Commercial associate,0.3884852259359214,14.239194687184805
0.0,F,65.58795345653662,Working,0.1478126565369844,12.38776900693021
0.0,M,25.66461327857632,Commercial associate,0.0250693407296778,12.89424748446356
0.0,F,48.79671457905544,State servant,0.0155417157605341,13.139220494470752
0.0,F,44.11225188227242,Working,0.0139026812313803,13.715137583817487
0.0,F,43.09103353867214,Commercial associate,0.0308787089395768,11.913418231451836
0.0,M,42.33538672142368,Working,0.0161029554420228,12.66032791780777
0.0,F,48.0164271047228,Commercial associate,0.6110160793705097,13.984378266248202
0.0,F,39.06365503080082,State servant,0.5296467619848613,13.259737253225698
0.0,F,57.23477070499658,Pensioner,0.1140956385847025,13.505331311182925
0.0,M,24.484599589322382,State servant,0.0729061836072906,12.734467522114253
0.0,M,28.62422997946612,Commercial associate,0.123768531802965,12.323855681186558
0.0,M,43.13210130047912,Working,0.1224450933096356,13.822406724652115
0.0,F,36.88158795345654,Working,0.2258184247643085,13.18841512803242
0.0,F,28.602327173169066,Working,0.115727002967359,12.506177237980513
0.0,F,30.688569472963724,Working,0.0308680524578463,14.043187816479026
0.0,F,42.31622176591376,Working,0.0047230848861283,13.117391035777771
0.0,M,30.94866529774127,Working,0.0393665958952583,12.807367660457086
0.0,M,63.90965092402464,Working,0.0086107184166559,13.443877149092168
0.0,F,62.28336755646817,Pensioner,0.104847216344156,11.864989796351278
0.0,M,25.03490759753593,Commercial associate,0.0180446194225721,13.379977918233717
0.0,F,48.94455852156057,Working,0.2791296078760418,14.49408811514803
0.0,F,33.69199178644764,Working,0.1941329432797009,11.813030057420567
0.0,M,60.83504449007529,Pensioner,0.1073433539429885,12.69778884168156
0.0,M,50.9678302532512,Working,0.2878706489041684,14.002733831690922
0.0,M,48.52292950034223,Working,0.2236641652090504,13.541370378778966
0.0,F,64.84052019164956,Pensioner,0.1007122967788374,13.227215163681304
1.0,M,25.58521560574949,Commercial associate,0.057035848047084,13.369348447524006
0.0,F,44.59958932238193,Working,0.0338858195211786,12.6287930215207
0.0,F,31.51813826146475,Commercial associate,0.4080958999305073,12.506110569091524
0.0,F,61.39082819986311,Pensioner,0.1063715526295859,13.422467969854669
0.0,F,38.08350444900753,Working,0.0434938892882818,13.164042604395815
0.0,F,30.54346338124572,Working,0.1742560057368232,13.017002861746503
0.0,F,66.39561943874058,Pensioner,0.0983534421101482,12.558136976911223
0.0,F,34.18754277891855,Working,0.1577640746376231,11.725109176048097
0.0,F,56.511978097193705,Pensioner,0.1155549307016717,13.15676480412166
0.0,M,25.60164271047228,Working,0.094642284247674,13.604789526648622
0.0,F,57.35797399041752,Pensioner,0.1138505644206781,13.892471599100402
0.0,F,67.21697467488022,Pensioner,0.0971516160080325,12.447841660967548
0.0,F,58.217659137577,Pensioner,0.1121693625194322,12.996800154428984
0.0,F,52.21629021218344,Pensioner,0.1250613110640313,12.506177237980513
0.0,F,39.79739904175222,Working,0.0334342322509631,12.100712129872347
0.0,F,37.62354551676933,Working,0.0351477223111628,13.534724652200335
0.0,F,27.42778918548939,Working,0.2263924935116789,12.51955403502215
0.0,M,38.899383983572896,Working,0.1302083333333333,13.20861446544755
0.0,F,67.74264202600958,Pensioner,0.096397741769923,12.146736568183629
0.0,F,68.290212183436,Pensioner,0.0956247975228804,11.531550929093394
1.0,M,26.12183436002738,Working,0.1199035740488418,13.05868208873799
0.0,F,39.1129363449692,Working,0.0734985300293994,13.890803541999706
0.0,F,49.79603011635866,Commercial associate,0.0585001099626127,12.47227568630483
0.0,M,44.02464065708419,Commercial associate,0.0754353233830845,13.20861446544755
0.0,F,37.95482546201232,Working,0.1959171896414917,13.387186155710028
0.0,F,42.82546201232033,Commercial associate,0.5352896049098581,12.529161074370888
0.0,F,26.409308692676248,Working,0.0733982998133941,13.026854177796876
0.0,F,46.76522929500342,Commercial associate,0.0529243018558632,13.74467706500101
0.0,F,63.40041067761807,Pensioner,0.1029999276509567,12.69778884168156
0.0,F,62.71321013004791,Pensioner,0.1041285831054399,14.138680423345608
0.0,F,62.64750171115674,Pensioner,0.10423779934504,11.937016037201555
0.0,F,42.21492128678987,Working,0.2033205785070367,12.66032791780777
0.0,F,35.559206023271734,Working,0.365029257776409,13.534724652200335
0.0,M,24.45448323066393,Working,0.2241379310344827,12.100712129872347
0.0,F,28.0164271047228,Commercial associate,0.0312713769178149,13.710150042306449
0.0,M,32.87611225188228,Commercial associate,0.0408061292471685,13.706367899010989
0.0,M,51.71800136892539,Working,0.2407093700370566,13.017002861746503
0.0,F,27.479808350444905,Working,0.1342034472451928,13.122785288387371
0.0,F,62.46132785763176,Pensioner,0.1045484932328047,13.292966541244086
0.0,F,41.01848049281314,State servant,0.2741957015084768,13.684832234322158
0.0,M,27.000684462696785,Working,0.1420604339890488,13.21283276856525
0.0,F,46.41204654346338,Working,0.1780320906087777,13.173989516392968
0.0,F,53.27857631759069,Commercial associate,0.0756937307297019,13.534724652200335
0.0,F,49.98494182067078,Pensioner,0.1306440995022844,13.635641990131386
0.0,F,31.07460643394935,Commercial associate,0.1526872246696035,13.768418950430425
0.0,M,54.90212183436002,Working,0.1051712960654266,14.06887288786248
0.0,F,30.368240930869263,State servant,0.0557158312297151,12.888578406490124
0.0,M,30.302532511978097,Commercial associate,0.2761113118901337,12.418256356608042
0.0,M,31.367556468172484,Working,0.2700532425591341,13.534724652200335
0.0,F,36.56947296372348,Working,0.2523770307703826,13.017002861746503
0.0,M,42.86926762491444,Working,0.0977136288159407,13.90489411909896
0.0,F,21.27583846680356,Commercial associate,0.0957405739287093,12.100712129872347
0.0,F,64.65434633812457,Pensioner,0.1010023004282534,13.514524377028977
0.0,F,48.57768651608488,Working,0.1384771459166995,13.233645326718351
0.0,M,33.51403148528405,Working,0.2628053263622253,14.06887288786248
1.0,F,32.0766598220397,Working,0.0291908501194947,12.080101175968222
0.0,F,34.79534565366188,Working,0.0596427728381461,11.822518235292875
0.0,M,32.219028062970565,Commercial associate,0.301155676410605,12.61077746469193
0.0,F,51.08829568788501,Working,0.0482315112540192,12.558136976911223
1.0,M,27.19780971937029,Working,0.1782766257298167,12.911642346088676
0.0,F,50.75154004106776,Working,0.0219021416626207,13.603121469547924
1.0,F,51.879534565366185,Working,0.0514011293471951,12.196022309676671
0.0,F,42.417522245037645,Working,0.2395920738397986,13.710150042306449
0.0,F,52.67077344284736,Working,0.0850920054059673,12.334993425597013
1.0,F,54.33538672142368,Working,0.0292250327521918,13.635641990131386
0.0,F,35.58110882956879,Commercial associate,0.1735918744228993,13.117391035777771
0.0,F,53.14168377823409,State servant,0.4164348274085523,10.77833109449611
0.0,F,56.39698836413415,Working,0.3374921112675372,13.710150042306449
0.0,F,58.10266940451746,Pensioner,0.1123913544723968,13.73484265489682
0.0,M,54.392881587953454,Working,0.1041425479438264,12.490691280445064
0.0,F,65.69199178644764,Pensioner,0.0994069069189466,12.447841660967548
0.0,M,39.331964407939765,Working,0.0566615620214395,12.323855681186558
0.0,M,59.92881587953457,Pensioner,0.1089665733753577,13.729354451490162
0.0,M,51.29089664613279,Working,0.23502722323049,13.240146413060712
0.0,F,49.738535249828885,Pensioner,0.131291315275676,12.920932392995768
0.0,M,36.681724845995895,Working,0.1093446783101955,12.447841660967548
